;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;Unnamed: 0.1.1.1;Unnamed: 0.1.1.1.1;Unnamed: 0.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1;Unnamed: 0.1.1.1.1.1.1.1.1;cluster;tyrep;avecqui;aliment_1;aliment_2;score_substitution;score_sainlim_1;score_sainlim_2;score_sainlim;score_sainlim_nor;malus;Valeur_malus;Compteur_malus
1227;1227;1227;1227;1227;1227;1227;1227;1227;1227;cluster_1;diner;accompagne;haricots verts et petits pois (légumes potagers);légumes fruits;0.9570083496180494;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
1228;1228;1228;1228;1228;1228;1228;1228;1228;1228;cluster_1;diner;accompagne;haricots verts et petits pois (légumes potagers);mélanges de légumes, légumes préparés et autres légumes;0.429245283018868;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
1229;1229;1229;1229;1229;1229;1229;1229;1229;1229;cluster_1;diner;accompagne;mélanges de légumes, légumes préparés et autres légumes;légumes feuilles;0.988330341113106;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
1230;1230;1230;1230;1230;1230;1230;1230;1230;1230;cluster_1;diner;accompagne;mélanges de légumes, légumes préparés et autres légumes;légumes fruits;0.9652605459057072;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
1231;1231;1231;1231;1231;1231;1231;1231;1231;1231;cluster_1;diner;accompagne;mélanges de légumes, légumes préparés et autres légumes;haricots verts et petits pois (légumes potagers);0.5707547169811321;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
1232;1232;1232;1232;1232;1232;1232;1232;1232;1232;cluster_1;diner;accompagne;légumes racines, tubercules ou bulbes;légumes feuilles;0.8541393139732629;95.49889462155218;101.3054058632769;5.8065112417247216;0.07798077581815305;False;1.0;0
1233;1233;1233;1233;1233;1233;1233;1233;1233;1233;cluster_1;diner;accompagne;légumes racines, tubercules ou bulbes;légumes fruits;0.6759425760263921;95.49889462155218;101.3054058632769;5.8065112417247216;0.07798077581815305;False;1.0;0
1234;1234;1234;1234;1234;1234;1234;1234;1234;1234;cluster_1;diner;accompagne;légumes racines, tubercules ou bulbes;haricots verts et petits pois (légumes potagers);0.08123531386371266;95.49889462155218;101.3054058632769;5.8065112417247216;0.07798077581815305;False;1.0;0
1235;1235;1235;1235;1235;1235;1235;1235;1235;1235;cluster_1;diner;accompagne;légumes racines, tubercules ou bulbes;mélanges de légumes, légumes préparés et autres légumes;0.06718346253229973;95.49889462155218;101.3054058632769;5.8065112417247216;0.07798077581815305;False;1.0;0
1236;1236;1236;1236;1236;1236;1236;1236;1236;1236;cluster_1;diner;accompagne;porc;oeufs et dérivés;0.7922480620155041;90.63694508853706;91.23608866706782;0.5991435785307573;0.008046429109541363;False;1.0;0
1237;1237;1237;1237;1237;1237;1237;1237;1237;1237;cluster_1;diner;accompagne;porc;boeuf en pièces ou haché;0.6699507389162561;90.63694508853706;95.10780542198843;4.47086033345137;0.06004313827412595;False;1.0;0
1238;1238;1238;1238;1238;1238;1238;1238;1238;1238;cluster_1;diner;accompagne;porc;volailles et lapins;0.567741935483871;90.63694508853706;97.01598858648322;6.379043497946127;0.08566981794042429;False;1.0;0
1239;1239;1239;1239;1239;1239;1239;1239;1239;1239;cluster_1;diner;accompagne;porc;poissons de mer;0.8562231759656653;90.63694508853706;97.3557439136994;6.718798825162338;0.09023269277209356;False;1.0;0
1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;cluster_1;diner;accompagne;oeufs et dérivés;boeuf en pièces ou haché;0.3192488262910799;91.23608866706782;95.10780542198843;3.871716754920613;0.051996709164584584;False;1.0;0
1241;1241;1241;1241;1241;1241;1241;1241;1241;1241;cluster_1;diner;accompagne;oeufs et dérivés;volailles et lapins;0.2485875706214689;91.23608866706782;97.01598858648322;5.779899919415373;0.07762338883088292;False;1.0;0
1242;1242;1242;1242;1242;1242;1242;1242;1242;1242;cluster_1;diner;accompagne;oeufs et dérivés;poissons de mer;0.615965623632306;91.23608866706782;97.3557439136994;6.119655246631581;0.08218626366255223;False;1.0;0
1243;1243;1243;1243;1243;1243;1243;1243;1243;1243;cluster_1;diner;accompagne;boeuf en pièces ou haché;volailles et lapins;0.3928571428571428;95.10780542198843;97.01598858648322;1.9081831644947584;0.025626679666298332;False;1.0;0
1244;1244;1244;1244;1244;1244;1244;1244;1244;1244;cluster_1;diner;accompagne;boeuf en pièces ou haché;poissons de mer;0.7748344370860927;95.10780542198843;97.3557439136994;2.2479384917109684;0.030189554497967626;False;1.0;0
1245;1245;1245;1245;1245;1245;1245;1245;1245;1245;cluster_1;diner;accompagne;volailles et lapins;poissons de mer;0.8267716535433072;97.01598858648322;97.3557439136994;0.33975532721620993;0.004562874831669285;False;1.0;0
1246;1246;1246;1246;1246;1246;1246;1246;1246;1246;cluster_1;diner;accompagne;jambons et charcuteries en pièces;porc;0.06019766397124888;80.85695336628052;90.63694508853706;9.779991722256538;0.13134416007264074;False;1.0;0
1247;1247;1247;1247;1247;1247;1247;1247;1247;1247;cluster_1;diner;accompagne;jambons et charcuteries en pièces;oeufs et dérivés;0.18351837230236964;80.85695336628052;91.23608866706782;10.379135300787297;0.1393905891821821;False;1.0;0
1248;1248;1248;1248;1248;1248;1248;1248;1248;1248;cluster_1;diner;accompagne;jambons et charcuteries en pièces;boeuf en pièces ou haché;0.100406053894426;80.85695336628052;95.10780542198843;14.25085205570791;0.1913872983467667;False;1.0;0
1249;1249;1249;1249;1249;1249;1249;1249;1249;1249;cluster_1;diner;accompagne;jambons et charcuteries en pièces;volailles et lapins;0.0741677201854193;80.85695336628052;97.01598858648322;16.159035220202668;0.21701397801306505;False;1.0;0
1250;1250;1250;1250;1250;1250;1250;1250;1250;1250;cluster_1;diner;accompagne;jambons et charcuteries en pièces;poissons de mer;0.4261545421135293;80.85695336628052;97.3557439136994;16.498790547418878;0.2215768528447344;False;1.0;0
1251;1251;1251;1251;1251;1251;1251;1251;1251;1251;cluster_1;diner;accompagne;saucisses, saucissons, andouilles et boudins;porc;0.21788617886178865;73.79780939412086;90.63694508853706;16.8391356944162;0.2261476488879899;False;1.0;0
1252;1252;1252;1252;1252;1252;1252;1252;1252;1252;cluster_1;diner;accompagne;saucisses, saucissons, andouilles et boudins;oeufs et dérivés;0.5193651017269515;73.79780939412086;91.23608866706782;17.438279272946957;0.2341940779975313;False;1.0;0
1253;1253;1253;1253;1253;1253;1253;1253;1253;1253;cluster_1;diner;accompagne;saucisses, saucissons, andouilles et boudins;boeuf en pièces ou haché;0.3309002433090024;73.79780939412086;95.10780542198843;21.30999602786757;0.2861907871621159;False;1.0;0
1254;1254;1254;1254;1254;1254;1254;1254;1254;1254;cluster_1;diner;accompagne;saucisses, saucissons, andouilles et boudins;volailles et lapins;0.25958702064896755;73.79780939412086;97.01598858648322;23.218179192362328;0.3118174668284142;False;1.0;0
1255;1255;1255;1255;1255;1255;1255;1255;1255;1255;cluster_1;diner;accompagne;saucisses, saucissons, andouilles et boudins;jambons et charcuteries en pièces;0.8253877310783395;73.79780939412086;80.85695336628052;7.05914397215966;0.09480348881534917;False;1.0;0
1256;1256;1256;1256;1256;1256;1256;1256;1256;1256;cluster_1;diner;accompagne;saucisses, saucissons, andouilles et boudins;poissons de mer;0.6314091502483381;73.79780939412086;97.3557439136994;23.557934519578534;0.3163803416600835;False;1.0;0
1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;cluster_1;diner;accompagne;pizzas;plats à base de pâtes ou de pommes de terre;0.5063291139240506;87.92616619258379;91.58270843959043;3.656542247006641;0.049106940357655234;False;1.0;0
1258;1258;1258;1258;1258;1258;1258;1258;1258;1258;cluster_1;diner;accompagne;pizzas;potages et soupes;0.9734151329243352;87.92616619258379;95.79947276155634;7.873306568972553;0.10573759852401016;False;1.0;0
1259;1259;1259;1259;1259;1259;1259;1259;1259;1259;cluster_1;diner;accompagne;pizzas;plats garnis à base de viande;0.4935064935064936;87.92616619258379;92.7115646794268;4.785398486843008;0.06426734937177013;False;1.0;0
1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;cluster_1;diner;accompagne;pizzas;quiches et tartes salées;0.4507042253521127;87.92616619258379;87.92616619258379;0.0;0.0;False;1.0;0
1261;1261;1261;1261;1261;1261;1261;1261;1261;1261;cluster_1;diner;accompagne;plats à base de pâtes ou de pommes de terre;potages et soupes;0.9728445349626612;91.58270843959043;95.79947276155634;4.216764321965911;0.05663065816635495;False;1.0;0
1262;1262;1262;1262;1262;1262;1262;1262;1262;1262;cluster_1;diner;accompagne;plats à base de pâtes ou de pommes de terre;plats garnis à base de viande;0.4871794871794872;91.58270843959043;92.7115646794268;1.1288562398363666;0.015160409014114891;False;1.0;0
1263;1263;1263;1263;1263;1263;1263;1263;1263;1263;cluster_1;diner;accompagne;plats garnis à base de viande;potages et soupes;0.973990417522245;92.7115646794268;95.79947276155634;3.0879080821295446;0.041470249152240055;False;1.0;0
1264;1264;1264;1264;1264;1264;1264;1264;1264;1264;cluster_1;diner;accompagne;quiches et tartes salées;pizzas;0.5492957746478874;87.92616619258379;87.92616619258379;0.0;0.0;False;1.0;0
1265;1265;1265;1265;1265;1265;1265;1265;1265;1265;cluster_1;diner;accompagne;quiches et tartes salées;plats à base de pâtes ou de pommes de terre;0.5555555555555556;87.92616619258379;91.58270843959043;3.656542247006641;0.049106940357655234;False;1.0;0
1266;1266;1266;1266;1266;1266;1266;1266;1266;1266;cluster_1;diner;accompagne;quiches et tartes salées;potages et soupes;0.9775438596491228;87.92616619258379;95.79947276155634;7.873306568972553;0.10573759852401016;False;1.0;0
1267;1267;1267;1267;1267;1267;1267;1267;1267;1267;cluster_1;diner;accompagne;quiches et tartes salées;plats garnis à base de viande;0.5428571428571428;87.92616619258379;92.7115646794268;4.785398486843008;0.06426734937177013;False;1.0;0
1268;1268;1268;1268;1268;1268;1268;1268;1268;1268;cluster_2;diner;seul;fromages affinés;yaourts et assimilés;0.2943396226415094;72.6654762020389;91.67958328622757;19.014107084188662;0.25535726362841793;False;1.0;0
1269;1269;1269;1269;1269;1269;1269;1269;1269;1269;cluster_2;diner;seul;eau de source;eau du robinet;0.7754385964912281;99.83238516227932;99.83238516227932;0.0;0.0;True;0.2;1
1270;1270;1270;1270;1270;1270;1270;1270;1270;1270;cluster_2;diner;seul;eau du robinet;eau de source;0.224561403508772;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
1271;1271;1271;1271;1271;1271;1271;1271;1271;1271;cluster_2;diner;seul;vin;eau de source;0.4740740740740741;98.57547058507221;99.83238516227932;1.2569145772070982;0.016880217705157095;False;0.2;0
1272;1272;1272;1272;1272;1272;1272;1272;1272;1272;cluster_2;diner;seul;vin;eau du robinet;0.7597292724196278;98.57547058507221;99.83238516227932;1.2569145772070982;0.016880217705157095;True;0.2;1
1273;1273;1273;1273;1273;1273;1273;1273;1273;1273;cluster_2;diner;seul;beurre;huile;0.4881516587677725;47.14204550098295;76.0197170746347;28.877671573651746;0.3878237963190957;False;1.0;0
1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;cluster_2;diner;accompagne;margarine;huile;0.9674292419116596;69.92222764099368;76.0197170746347;6.097489433641018;0.08188857935235515;False;1.0;0
1275;1275;1275;1275;1275;1275;1275;1275;1275;1275;cluster_2;diner;accompagne;beurre;margarine;0.035848000212155375;47.14204550098295;69.92222764099368;22.78018214001073;0.3059352169667405;False;1.0;0
1276;1276;1276;1276;1276;1276;1276;1276;1276;1276;cluster_2;diner;accompagne;beurre;huile;0.4857905801267728;47.14204550098295;76.0197170746347;28.877671573651746;0.3878237963190957;False;1.0;0
1277;1277;1277;1277;1277;1277;1277;1277;1277;1277;cluster_2;diner;accompagne;pain;pâtes alimentaires;0.19253677794222868;92.77109206705057;99.188720942299;6.417628875248425;0.08618801510426471;False;1.0;0
1278;1278;1278;1278;1278;1278;1278;1278;1278;1278;cluster_2;diner;accompagne;pain;riz;0.0023556333288464125;92.77109206705057;99.188720942299;6.417628875248425;0.08618801510426471;False;1.0;0
1279;1279;1279;1279;1279;1279;1279;1279;1279;1279;cluster_2;diner;accompagne;pain;pommes de terre et apparentés;0.17663702501736894;92.77109206705057;95.49889462155218;2.727802554501608;0.036634073477758655;False;1.0;0
1280;1280;1280;1280;1280;1280;1280;1280;1280;1280;cluster_2;diner;accompagne;pâtes alimentaires;riz;0.05533596837944663;99.188720942299;99.188720942299;0.0;0.0;False;1.0;0
1281;1281;1281;1281;1281;1281;1281;1281;1281;1281;cluster_2;diner;accompagne;riz;pâtes alimentaires;0.9446640316205532;99.188720942299;99.188720942299;0.0;0.0;False;1.0;0
1282;1282;1282;1282;1282;1282;1282;1282;1282;1282;cluster_2;diner;accompagne;pommes de terre et apparentés;pâtes alimentaires;0.5960667185022965;95.49889462155218;99.188720942299;3.6898263207468176;0.04955394162650606;False;1.0;0
1283;1283;1283;1283;1283;1283;1283;1283;1283;1283;cluster_2;diner;accompagne;pommes de terre et apparentés;riz;0.06944444444444445;95.49889462155218;99.188720942299;3.6898263207468176;0.04955394162650606;False;1.0;0
1284;1284;1284;1284;1284;1284;1284;1284;1284;1284;cluster_2;diner;accompagne;yaourts et assimilés;fromage blanc et petits suisses;0.01507246376811594;91.67958328622757;92.09472632425584;0.4151430380282761;0.005575323087006391;False;1.0;0
1285;1285;1285;1285;1285;1285;1285;1285;1285;1285;cluster_2;diner;accompagne;fromages affinés;yaourts et assimilés;0.3463071669135813;72.6654762020389;91.67958328622757;19.014107084188662;0.25535726362841793;False;1.0;0
1286;1286;1286;1286;1286;1286;1286;1286;1286;1286;cluster_2;diner;accompagne;fromages affinés;fromage blanc et petits suisses;0.0050920485703094395;72.6654762020389;92.09472632425584;19.429250122216946;0.26093258671542435;False;1.0;0
1287;1287;1287;1287;1287;1287;1287;1287;1287;1287;cluster_2;diner;accompagne;fromages affinés;crème fraîche;0.005723720418271877;72.6654762020389;77.44410720714643;4.7786310051075285;0.0641764628731312;False;1.0;0
1288;1288;1288;1288;1288;1288;1288;1288;1288;1288;cluster_2;diner;accompagne;crème fraîche;yaourts et assimilés;0.9831905608534024;77.44410720714643;91.67958328622757;14.235476079081135;0.1911808007552868;False;1.0;0
1289;1289;1289;1289;1289;1289;1289;1289;1289;1289;cluster_2;diner;accompagne;crème fraîche;fromage blanc et petits suisses;0.4666666666666667;77.44410720714643;92.09472632425584;14.650619117109413;0.1967561238422932;False;1.0;0
1290;1290;1290;1290;1290;1290;1290;1290;1290;1290;cluster_2;diner;accompagne;crème dessert et lait gélifié;fruits;0.9443363140292436;87.69440351491579;95.09128212732844;7.3968786124126495;0.0993392260543199;True;0.2;3
1291;1291;1291;1291;1291;1291;1291;1291;1291;1291;cluster_2;diner;accompagne;biscuits salés pour apéritif;fruits;0.9799068142108328;81.08569021773377;95.09128212732844;14.005591909594667;0.18809348289115368;True;0.2;3
1292;1292;1292;1292;1292;1292;1292;1292;1292;1292;cluster_2;diner;accompagne;biscuits salés pour apéritif;crème dessert et lait gélifié;0.7540106951871657;81.08569021773377;87.69440351491579;6.608713297182021;0.08875425683683373;False;1.0;0
1293;1293;1293;1293;1293;1293;1293;1293;1293;1293;cluster_2;diner;accompagne;pâtisseries et tartes;fruits;0.9808823529411764;70.71256800534765;95.09128212732844;24.378714121980792;0.3274033169901083;True;0.2;3
1294;1294;1294;1294;1294;1294;1294;1294;1294;1294;cluster_2;diner;accompagne;pâtisseries et tartes;crème dessert et lait gélifié;0.7632058287795993;70.71256800534765;87.69440351491579;16.981835509568146;0.2280640909357884;False;1.0;0
1295;1295;1295;1295;1295;1295;1295;1295;1295;1295;cluster_2;diner;accompagne;pâtisseries et tartes;biscuits salés pour apéritif;0.5149253731343284;70.71256800534765;81.08569021773377;10.373122212386123;0.13930983409895462;False;1.0;0
1296;1296;1296;1296;1296;1296;1296;1296;1296;1296;cluster_2;diner;accompagne;pâtisseries et tartes;gâteaux;0.5806451612903226;70.71256800534765;70.71256800534765;0.0;0.0;False;1.0;0
1297;1297;1297;1297;1297;1297;1297;1297;1297;1297;cluster_2;diner;accompagne;gâteaux;fruits;0.9750865051903116;70.71256800534765;95.09128212732844;24.378714121980792;0.3274033169901083;True;0.2;3
1298;1298;1298;1298;1298;1298;1298;1298;1298;1298;cluster_2;diner;accompagne;gâteaux;crème dessert et lait gélifié;0.7115384615384616;70.71256800534765;87.69440351491579;16.981835509568146;0.2280640909357884;False;1.0;0
1299;1299;1299;1299;1299;1299;1299;1299;1299;1299;cluster_2;diner;accompagne;gâteaux;biscuits salés pour apéritif;0.4339622641509434;70.71256800534765;81.08569021773377;10.373122212386123;0.13930983409895462;False;1.0;0
1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;cluster_2;diner;accompagne;gâteaux;pâtisseries et tartes;0.41935483870967744;70.71256800534765;70.71256800534765;0.0;0.0;False;1.0;0
1301;1301;1301;1301;1301;1301;1301;1301;1301;1301;cluster_2;diner;accompagne;chocolat en tablettes;fruits;0.9780125642490006;43.40437406556678;95.09128212732844;51.686908061761656;0.6941492098275022;True;0.2;3
1302;1302;1302;1302;1302;1302;1302;1302;1302;1302;cluster_2;diner;accompagne;chocolat en tablettes;crème dessert et lait gélifié;0.7367521367521368;43.40437406556678;87.69440351491579;44.290029449349014;0.5948099837731823;False;1.0;0
1303;1303;1303;1303;1303;1303;1303;1303;1303;1303;cluster_2;diner;accompagne;chocolat en tablettes;biscuits salés pour apéritif;0.4726027397260274;43.40437406556678;81.08569021773377;37.68131615216699;0.5060557269363486;False;1.0;0
1304;1304;1304;1304;1304;1304;1304;1304;1304;1304;cluster_2;diner;accompagne;chocolat en tablettes;pâtisseries et tartes;0.4577464788732394;43.40437406556678;70.71256800534765;27.30819393978087;0.366745892837394;False;1.0;0
1305;1305;1305;1305;1305;1305;1305;1305;1305;1305;cluster_2;diner;accompagne;chocolat en tablettes;gâteaux;0.5389221556886228;43.40437406556678;70.71256800534765;27.30819393978087;0.366745892837394;False;1.0;0
1306;1306;1306;1306;1306;1306;1306;1306;1306;1306;cluster_2;diner;accompagne;eau du robinet;eau de source;0.11148219446312406;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
1307;1307;1307;1307;1307;1307;1307;1307;1307;1307;cluster_2;diner;accompagne;eau du robinet;eau minérale plate;0.022921238461998242;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
1308;1308;1308;1308;1308;1308;1308;1308;1308;1308;cluster_2;diner;accompagne;eau du robinet;eau minérale gazeuse;0.008407777193904363;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
1309;1309;1309;1309;1309;1309;1309;1309;1309;1309;cluster_2;diner;accompagne;eau de source;eau du robinet;0.888517805536876;99.83238516227932;99.83238516227932;0.0;0.0;True;0.2;1
1310;1310;1310;1310;1310;1310;1310;1310;1310;1310;cluster_2;diner;accompagne;eau de source;eau minérale plate;0.15663783363493866;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
1311;1311;1311;1311;1311;1311;1311;1311;1311;1311;cluster_2;diner;accompagne;eau de source;eau minérale gazeuse;0.06539509536784742;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
1312;1312;1312;1312;1312;1312;1312;1312;1312;1312;cluster_2;diner;accompagne;vin;eau du robinet;0.5246392647480882;98.57547058507221;99.83238516227932;1.2569145772070982;0.016880217705157095;True;0.2;1
1313;1313;1313;1313;1313;1313;1313;1313;1313;1313;cluster_2;diner;accompagne;vin;eau de source;0.14123601778779873;98.57547058507221;99.83238516227932;1.2569145772070982;0.016880217705157095;False;0.2;0
1314;1314;1314;1314;1314;1314;1314;1314;1314;1314;cluster_2;diner;accompagne;vin;eau minérale plate;0.029223591433099067;98.57547058507221;99.83238516227932;1.2569145772070982;0.016880217705157095;False;0.2;0
1315;1315;1315;1315;1315;1315;1315;1315;1315;1315;cluster_2;diner;accompagne;vin;eau minérale gazeuse;0.010835825949545687;98.57547058507221;99.83238516227932;1.2569145772070982;0.016880217705157095;False;0.2;0
1316;1316;1316;1316;1316;1316;1316;1316;1316;1316;cluster_2;diner;accompagne;eau minérale plate;eau du robinet;0.9770787615380018;99.83238516227932;99.83238516227932;0.0;0.0;True;0.2;1
1317;1317;1317;1317;1317;1317;1317;1317;1317;1317;cluster_2;diner;accompagne;eau minérale plate;eau de source;0.8433621663650614;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
1318;1318;1318;1318;1318;1318;1318;1318;1318;1318;cluster_2;diner;accompagne;eau minérale plate;eau minérale gazeuse;0.2689075630252101;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
1319;1319;1319;1319;1319;1319;1319;1319;1319;1319;cluster_2;diner;accompagne;spiritueux et vins cuits;eau du robinet;0.9617987613374412;93.460201581961;99.83238516227932;6.372183580318321;0.0855776900384199;True;0.2;1
1320;1320;1320;1320;1320;1320;1320;1320;1320;1320;cluster_2;diner;accompagne;spiritueux et vins cuits;eau de source;0.6197699084225209;93.460201581961;99.83238516227932;6.372183580318321;0.0855776900384199;False;0.2;0
1321;1321;1321;1321;1321;1321;1321;1321;1321;1321;cluster_2;diner;accompagne;spiritueux et vins cuits;vin;0.7164470187958472;93.460201581961;98.57547058507221;5.115269003111222;0.0686974723332628;False;1.0;0
1322;1322;1322;1322;1322;1322;1322;1322;1322;1322;cluster_2;diner;accompagne;spiritueux et vins cuits;eau minérale plate;0.4390156645286587;93.460201581961;99.83238516227932;6.372183580318321;0.0855776900384199;False;0.2;0
1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;cluster_2;diner;accompagne;spiritueux et vins cuits;cocktails et mélanges;0.17297297297297295;93.460201581961;93.460201581961;0.0;0.0;False;1.0;0
1324;1324;1324;1324;1324;1324;1324;1324;1324;1324;cluster_2;diner;accompagne;spiritueux et vins cuits;eau minérale gazeuse;0.22119815668202766;93.460201581961;99.83238516227932;6.372183580318321;0.0855776900384199;False;0.2;0
1325;1325;1325;1325;1325;1325;1325;1325;1325;1325;cluster_2;diner;accompagne;spiritueux et vins cuits;sodas et colas;0.3907905866539981;93.460201581961;97.49843056179392;4.0382289798329225;0.054232949127156656;False;1.0;0
1326;1326;1326;1326;1326;1326;1326;1326;1326;1326;cluster_2;diner;accompagne;cocktails et mélanges;eau du robinet;0.9941230486685032;93.460201581961;99.83238516227932;6.372183580318321;0.0855776900384199;True;0.2;1
1327;1327;1327;1327;1327;1327;1327;1327;1327;1327;cluster_2;diner;accompagne;cocktails et mélanges;eau de source;0.9522388059701492;93.460201581961;99.83238516227932;6.372183580318321;0.0855776900384199;False;0.2;0
1328;1328;1328;1328;1328;1328;1328;1328;1328;1328;cluster_2;diner;accompagne;cocktails et mélanges;vin;0.9923768685605384;93.460201581961;98.57547058507221;5.115269003111222;0.0686974723332628;False;1.0;0
1329;1329;1329;1329;1329;1329;1329;1329;1329;1329;cluster_2;diner;accompagne;cocktails et mélanges;eau minérale plate;0.7928802588996765;93.460201581961;99.83238516227932;6.372183580318321;0.0855776900384199;False;0.2;0
1330;1330;1330;1330;1330;1330;1330;1330;1330;1330;cluster_2;diner;accompagne;cocktails et mélanges;spiritueux et vins cuits;0.827027027027027;93.460201581961;93.460201581961;0.0;0.0;False;1.0;0
1331;1331;1331;1331;1331;1331;1331;1331;1331;1331;cluster_2;diner;accompagne;cocktails et mélanges;eau minérale gazeuse;0.6;93.460201581961;99.83238516227932;6.372183580318321;0.0855776900384199;False;0.2;0
1332;1332;1332;1332;1332;1332;1332;1332;1332;1332;cluster_2;diner;accompagne;cocktails et mélanges;sodas et colas;0.7766143106457243;93.460201581961;97.49843056179392;4.0382289798329225;0.054232949127156656;False;1.0;0
1333;1333;1333;1333;1333;1333;1333;1333;1333;1333;cluster_2;diner;accompagne;eau minérale gazeuse;eau du robinet;0.9915922228060956;99.83238516227932;99.83238516227932;0.0;0.0;True;0.2;1
1334;1334;1334;1334;1334;1334;1334;1334;1334;1334;cluster_2;diner;accompagne;eau minérale gazeuse;eau de source;0.9346049046321524;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
1335;1335;1335;1335;1335;1335;1335;1335;1335;1335;cluster_2;diner;accompagne;eau minérale gazeuse;eau minérale plate;0.7310924369747901;99.83238516227932;99.83238516227932;0.0;0.0;False;0.2;0
1336;1336;1336;1336;1336;1336;1336;1336;1336;1336;cluster_2;diner;accompagne;sodas et colas;eau du robinet;0.9812151826933541;97.49843056179392;99.83238516227932;2.3339546004853986;0.03134474091126325;True;0.2;1
1337;1337;1337;1337;1337;1337;1337;1337;1337;1337;cluster_2;diner;accompagne;sodas et colas;eau de source;0.8669288129280246;97.49843056179392;99.83238516227932;2.3339546004853986;0.03134474091126325;False;0.2;0
1338;1338;1338;1338;1338;1338;1338;1338;1338;1338;cluster_2;diner;accompagne;sodas et colas;vin;0.975918761950867;97.49843056179392;98.57547058507221;1.0770400232783004;0.014464523206106153;False;1.0;0
1339;1339;1339;1339;1339;1339;1339;1339;1339;1339;cluster_2;diner;accompagne;sodas et colas;eau minérale plate;0.5601462770813445;97.49843056179392;99.83238516227932;2.3339546004853986;0.03134474091126325;False;0.2;0
1340;1340;1340;1340;1340;1340;1340;1340;1340;1340;cluster_2;diner;accompagne;sodas et colas;eau minérale gazeuse;0.2869955156950673;97.49843056179392;99.83238516227932;2.3339546004853986;0.03134474091126325;False;0.2;0
1341;1341;1341;1341;1341;1341;1341;1341;1341;1341;cluster_2;diner;accompagne;légumes feuilles;légumes fruits;0.11399938258999492;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
1342;1342;1342;1342;1342;1342;1342;1342;1342;1342;cluster_2;diner;accompagne;légumes feuilles;haricots verts et petits pois (légumes potagers);0.013770491803278693;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
1343;1343;1343;1343;1343;1343;1343;1343;1343;1343;cluster_2;diner;accompagne;légumes feuilles;mélanges de légumes, légumes préparés et autres légumes;0.011380042462845007;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
1344;1344;1344;1344;1344;1344;1344;1344;1344;1344;cluster_2;diner;accompagne;légumes fruits;légumes feuilles;0.886000617410005;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
1345;1345;1345;1345;1345;1345;1345;1345;1345;1345;cluster_2;diner;accompagne;légumes fruits;haricots verts et petits pois (légumes potagers);0.10332103321033208;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
1346;1346;1346;1346;1346;1346;1346;1346;1346;1346;cluster_2;diner;accompagne;légumes fruits;mélanges de légumes, légumes préparés et autres légumes;0.0879265091863517;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
1347;1347;1347;1347;1347;1347;1347;1347;1347;1347;cluster_2;diner;accompagne;haricots verts et petits pois (légumes potagers);légumes feuilles;0.9862295081967212;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
1348;1348;1348;1348;1348;1348;1348;1348;1348;1348;cluster_2;diner;accompagne;haricots verts et petits pois (légumes potagers);légumes fruits;0.8966789667896679;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
1349;1349;1349;1349;1349;1349;1349;1349;1349;1349;cluster_2;diner;accompagne;haricots verts et petits pois (légumes potagers);mélanges de légumes, légumes préparés et autres légumes;0.4437086092715232;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
1350;1350;1350;1350;1350;1350;1350;1350;1350;1350;cluster_2;diner;accompagne;mélanges de légumes, légumes préparés et autres légumes;légumes feuilles;0.988619957537155;101.3054058632769;101.3054058632769;0.0;0.0;False;1.0;0
