cluster;tyrep;avecqui;aliment_1;aliment_2;score_substitution;score_sainlim_1;score_sainlim_2;score_sainlim;score_sainlim_nor
cluster_7;diner;all;porc;poissons de mer;0.666249398;90.63694509;97.35574391;6.718798825;0.090232693
cluster_7;diner;all;boeuf en pièces ou haché;volailles et lapins;0.485866073;95.10780542;97.01598859;1.908183164;0.02562668
cluster_7;diner;all;boeuf en pièces ou haché;poissons de mer;0.139256641;95.10780542;97.35574391;2.247938492;0.030189554
cluster_7;diner;all;volailles et lapins;poissons de mer;0.146719013;97.01598859;97.35574391;0.339755327;0.004562875
all;dejeuner;all;porc;boeuf en pièces ou haché;0.615102079;90.63694509;95.10780542;4.470860333;0.060043138
all;dejeuner;all;porc;volailles et lapins;0.6539089;90.63694509;97.01598859;6.379043498;0.085669818
all;dejeuner;all;porc;poissons de mer;0.57413983;90.63694509;97.35574391;6.718798825;0.090232693
all;dejeuner;all;porc;légumes secs préparés;0.000647074;90.63694509;99.19941331;8.562468221;0.11499296
all;dejeuner;all;porc;légumes secs;0.470620328;90.63694509;99.19941331;8.562468221;0.11499296
all;dejeuner;all;porc;agneau;0.560108179;90.63694509;92.34237363;1.705428546;0.022903709
all;dejeuner;all;porc;veau;0.111518309;90.63694509;95.10780542;4.470860333;0.060043138
all;dejeuner;all;porc;crustacés;0.02064549;90.63694509;97.25768605;6.620740963;0.088915787
all;dejeuner;all;boeuf en pièces ou haché;volailles et lapins;0.512219696;95.10780542;97.01598859;1.908183164;0.02562668
all;dejeuner;all;boeuf en pièces ou haché;poissons de mer;0.469408256;95.10780542;97.35574391;2.247938492;0.030189554
all;dejeuner;all;boeuf en pièces ou haché;légumes secs préparés;0.000120872;95.10780542;99.19941331;4.091607888;0.054949822
all;dejeuner;all;boeuf en pièces ou haché;légumes secs;0.380998085;95.10780542;99.19941331;4.091607888;0.054949822
all;dejeuner;all;boeuf en pièces ou haché;veau;0.028985843;95.10780542;95.10780542;0;0
all;dejeuner;all;boeuf en pièces ou haché;crustacés;0.004480299;95.10780542;97.25768605;2.14988063;0.028872649
all;dejeuner;all;volailles et lapins;poissons de mer;0.4567155;97.01598859;97.35574391;0.339755327;0.004562875
all;dejeuner;all;volailles et lapins;légumes secs préparés;0.000100427;97.01598859;99.19941331;2.183424724;0.029323142
all;dejeuner;all;volailles et lapins;légumes secs;0.365732905;97.01598859;99.19941331;2.183424724;0.029323142
all;dejeuner;all;volailles et lapins;crustacés;0.003698498;97.01598859;97.25768605;0.241697465;0.003245969
all;dejeuner;all;poissons de mer;légumes secs préparés;0.000231752;97.35574391;99.19941331;1.843669396;0.024760267
all;dejeuner;all;poissons de mer;légumes secs;0.43367273;97.35574391;99.19941331;1.843669396;0.024760267
all;dejeuner;all;légumes secs préparés;légumes secs;0.99123471;99.19941331;99.19941331;0;0
all;dejeuner;all;légumes secs;légumes secs préparés;0.00876529;99.19941331;99.19941331;0;0
all;dejeuner;all;agneau;boeuf en pièces ou haché;0.54398297;92.34237363;95.10780542;2.765431788;0.03713943
all;dejeuner;all;agneau;volailles et lapins;0.533765677;92.34237363;97.01598859;4.673614952;0.062766109
all;dejeuner;all;agneau;poissons de mer;0.511592129;92.34237363;97.35574391;5.013370279;0.067328984
all;dejeuner;all;agneau;légumes secs préparés;0.009343322;92.34237363;99.19941331;6.857039676;0.092089251
all;dejeuner;all;agneau;légumes secs;0.513412508;92.34237363;99.19941331;6.857039676;0.092089251
all;dejeuner;all;agneau;veau;0.484717443;92.34237363;95.10780542;2.765431788;0.03713943
all;dejeuner;all;agneau;crustacés;0.197383857;92.34237363;97.25768605;4.915312418;0.066012078
all;dejeuner;all;veau;boeuf en pièces ou haché;0.971014157;95.10780542;95.10780542;0;0
all;dejeuner;all;veau;volailles et lapins;0.976302008;95.10780542;97.01598859;1.908183164;0.02562668
all;dejeuner;all;veau;poissons de mer;0.95381515;95.10780542;97.35574391;2.247938492;0.030189554
all;dejeuner;all;veau;légumes secs préparés;0.006651133;95.10780542;99.19941331;4.091607888;0.054949822
all;dejeuner;all;veau;légumes secs;0.525839265;95.10780542;99.19941331;4.091607888;0.054949822
all;dejeuner;all;veau;crustacés;0.149508686;95.10780542;97.25768605;2.14988063;0.028872649
all;dejeuner;all;crustacés;poissons de mer;0.992279651;97.25768605;97.35574391;0.098057862;0.001316906
all;dejeuner;all;crustacés;légumes secs préparés;0.037849481;97.25768605;99.19941331;1.941727258;0.026077173
all;dejeuner;all;crustacés;légumes secs;0.650273345;97.25768605;99.19941331;1.941727258;0.026077173
all;diner;all;porc;poissons de mer;0.891185997;90.63694509;97.35574391;6.718798825;0.090232693
all;diner;all;porc;volailles et lapins;0.896289635;90.63694509;97.01598859;6.379043498;0.085669818
all;diner;all;porc;boeuf en pièces ou haché;0.813044051;90.63694509;95.10780542;4.470860333;0.060043138
all;diner;all;porc;légumes secs préparés;0.002826916;90.63694509;99.19941331;8.562468221;0.11499296
all;diner;all;porc;légumes secs;0.104715376;90.63694509;99.19941331;8.562468221;0.11499296
all;diner;all;porc;agneau;0.037338743;90.63694509;92.34237363;1.705428546;0.022903709
all;diner;all;porc;veau;0.028136781;90.63694509;95.10780542;4.470860333;0.060043138
all;diner;all;porc;crustacés;0.154047609;90.63694509;97.25768605;6.620740963;0.088915787
all;diner;all;poissons de mer;légumes secs préparés;0.000267352;97.35574391;99.19941331;1.843669396;0.024760267
all;diner;all;poissons de mer;légumes secs;0.012848685;97.35574391;99.19941331;1.843669396;0.024760267
all;diner;all;volailles et lapins;poissons de mer;0.49816083;97.01598859;97.35574391;0.339755327;0.004562875
all;diner;all;volailles et lapins;légumes secs préparés;0.000259109;97.01598859;99.19941331;2.183424724;0.029323142
all;diner;all;volailles et lapins;légumes secs;0.012648233;97.01598859;99.19941331;2.183424724;0.029323142
all;diner;all;volailles et lapins;crustacés;0.020000262;97.01598859;97.25768605;0.241697465;0.003245969
all;diner;all;boeuf en pièces ou haché;poissons de mer;0.530875786;95.10780542;97.35574391;2.247938492;0.030189554
all;diner;all;boeuf en pièces ou haché;volailles et lapins;0.518615201;95.10780542;97.01598859;1.908183164;0.02562668
all;diner;all;boeuf en pièces ou haché;légumes secs préparés;0.000528656;95.10780542;99.19941331;4.091607888;0.054949822
all;diner;all;boeuf en pièces ou haché;légumes secs;0.02663363;95.10780542;99.19941331;4.091607888;0.054949822
all;diner;all;boeuf en pièces ou haché;veau;0.006110858;95.10780542;95.10780542;0;0
all;diner;all;boeuf en pièces ou haché;crustacés;0.041843984;95.10780542;97.25768605;2.14988063;0.028872649
all;diner;all;légumes secs préparés;légumes secs;0.975487465;99.19941331;99.19941331;0;0
all;diner;all;légumes secs;légumes secs préparés;0.024512535;99.19941331;99.19941331;0;0
all;diner;all;agneau;poissons de mer;0.996033539;92.34237363;97.35574391;5.013370279;0.067328984
all;diner;all;agneau;volailles et lapins;0.996036436;92.34237363;97.01598859;4.673614952;0.062766109
all;diner;all;agneau;boeuf en pièces ou haché;0.991458879;92.34237363;95.10780542;2.765431788;0.03713943
all;diner;all;agneau;légumes secs préparés;0.078900179;92.34237363;99.19941331;6.857039676;0.092089251
all;diner;all;agneau;légumes secs;0.762446629;92.34237363;99.19941331;6.857039676;0.092089251
all;diner;all;agneau;veau;0.433047586;92.34237363;95.10780542;2.765431788;0.03713943
all;diner;all;agneau;crustacés;0.825094945;92.34237363;97.25768605;4.915312418;0.066012078
all;diner;all;veau;poissons de mer;0.997129228;95.10780542;97.35574391;2.247938492;0.030189554
all;diner;all;veau;volailles et lapins;0.997168506;95.10780542;97.01598859;1.908183164;0.02562668
all;diner;all;veau;boeuf en pièces ou haché;0.993889142;95.10780542;95.10780542;0;0
all;diner;all;veau;légumes secs préparés;0.103286385;95.10780542;99.19941331;4.091607888;0.054949822
all;diner;all;veau;légumes secs;0.812040449;95.10780542;99.19941331;4.091607888;0.054949822
all;diner;all;veau;crustacés;0.852488086;95.10780542;97.25768605;2.14988063;0.028872649
all;diner;all;crustacés;poissons de mer;0.980424494;97.25768605;97.35574391;0.098057862;0.001316906
all;diner;all;crustacés;légumes secs préparés;0.017837838;97.25768605;99.19941331;1.941727258;0.026077173
all;diner;all;crustacés;légumes secs;0.46160129;97.25768605;99.19941331;1.941727258;0.026077173
